Lambert St Louis International Airport	Sangster International Airport	2
Harrisburg International Airport	Orlando International Airport	2
Trenton Mercer Airport	Orlando International Airport	2
Trenton Mercer Airport	Chicago Midway International Airport	2
Punta Cana International Airport	Chicago O'Hare International Airport	4
Page Municipal Airport	Denver International Airport	4
Show Low Regional Airport	Phoenix Sky Harbor International Airport	6
Lambert St Louis International Airport	Punta Cana International Airport	2
Lambert St Louis International Airport	Licenciado Gustavo Díaz Ordaz International Airport	2
Trenton Mercer Airport	Raleigh Durham International Airport	2
Trenton Mercer Airport	Southwest Florida International Airport	2
Trenton Mercer Airport	Tampa International Airport	2
Northeast Florida Regional Airport	Trenton Mercer Airport	2
Sofia Airport	Málaga Airport	2
Sofia Airport	Amsterdam Airport Schiphol	2
Sofia Airport	Barcelona International Airport	4
Pulkovo Airport	Burgas Airport	4
Sofia Airport	Burgas Airport	2
Sheremetyevo International Airport	Burgas Airport	2
Varna Airport	Burgas Airport	2
Sofia Airport	Brussels Airport	2
Sofia Airport	Adolfo Suárez Madrid–Barajas Airport	6
Sofia Airport	Henri Coandă International Airport	6
Sofia Airport	Paphos International Airport	2
Sofia Airport	Palma De Mallorca Airport	2
Sofia Airport	Václav Havel Airport Prague	4
Sheremetyevo International Airport	Sofia Airport	4
Ben Gurion International Airport	Sofia Airport	4
Varna Airport	Sofia Airport	2
Vienna International Airport	Sofia Airport	4
Warsaw Chopin Airport	Sofia Airport	4
Zürich Airport	Sofia Airport	2
Varna Airport	Sheremetyevo International Airport	2
Don Mueang International Airport	Guangzhou Baiyun International Airport	4
Don Mueang International Airport	Chongqing Jiangbei International Airport	2
Hat Yai International Airport	Chiang Mai International Airport	2
Hangzhou Xiaoshan International Airport	Chiang Mai International Airport	2
Phuket International Airport	Chiang Mai International Airport	4
Krabi Airport	Chiang Mai International Airport	2
Macau International Airport	Chiang Mai International Airport	2
Ngurah Rai (Bali) International Airport	Don Mueang International Airport	2
Noi Bai International Airport	Don Mueang International Airport	2
Hangzhou Xiaoshan International Airport	Don Mueang International Airport	2
Chek Lap Kok International Airport	Don Mueang International Airport	2
Khon Kaen Airport	Don Mueang International Airport	2
Kunming Changshui International Airport	Don Mueang International Airport	2
Chennai International Airport	Don Mueang International Airport	2
Mandalay International Airport	Don Mueang International Airport	2
Macau International Airport	Don Mueang International Airport	2
Narathiwat Airport	Don Mueang International Airport	2
Ningbo Lishe International Airport	Don Mueang International Airport	2
Penang International Airport	Don Mueang International Airport	2
Phnom Penh International Airport	Don Mueang International Airport	2
Siem Reap International Airport	Don Mueang International Airport	2
Tan Son Nhat International Airport	Don Mueang International Airport	2
Singapore Changi Airport	Don Mueang International Airport	2
Shenzhen Bao'an International Airport	Don Mueang International Airport	2
Wuhan Tianhe International Airport	Don Mueang International Airport	2
Xi'an Xianyang International Airport	Don Mueang International Airport	2
Udon Thani Airport	Phuket International Airport	2
Singapore Changi Airport	Krabi Airport	4
Kaohsiung International Airport	Chengdu Shuangliu International Airport	2
Taiwan Taoyuan International Airport	Hefei Luogang International Airport	4
Taiwan Taoyuan International Airport	Yinchuan Airport	4
Nanning Wuxu Airport	Kaohsiung International Airport	4
Taipei Songshan Airport	Nanning Wuxu Airport	2
Taiyuan Wusu Airport	Taipei Songshan Airport	2
Kandahar Airport	Indira Gandhi International Airport	2
Kandahar Airport	Dubai International Airport	2
Atatürk International Airport	Esenboğa International Airport	3
Kabul International Airport	Heydar Aliyev International Airport	2
Sheremetyevo International Airport	Heydar Aliyev International Airport	4
Kuwait International Airport	King Abdulaziz International Airport	10
Kabul International Airport	Esenboğa International Airport	1
Kandahar Airport	Kabul International Airport	4
Kuwait International Airport	Kabul International Airport	2
Keflavik International Airport	Amsterdam Airport Schiphol	2
Keflavik International Airport	Stockholm-Arlanda Airport	2
Keflavik International Airport	Billund Airport	2
Keflavik International Airport	General Edward Lawrence Logan International Airport	2
Keflavik International Airport	Brussels Airport	2
Keflavik International Airport	Charles de Gaulle International Airport	6
Keflavik International Airport	Copenhagen Kastrup Airport	6
Keflavik International Airport	Denver International Airport	2
Keflavik International Airport	Newark Liberty International Airport	2
Keflavik International Airport	Frankfurt am Main International Airport	2
Keflavik International Airport	Glasgow International Airport	2
Keflavik International Airport	Washington Dulles International Airport	2
Keflavik International Airport	John F Kennedy International Airport	2
London Gatwick Airport	Keflavik International Airport	6
London Heathrow Airport	Keflavik International Airport	2
Manchester Airport	Keflavik International Airport	4
Munich International Airport	Keflavik International Airport	2
Seattle Tacoma International Airport	Keflavik International Airport	2
Orlando Sanford International Airport	Keflavik International Airport	2
Edmonton International Airport	Keflavik International Airport	2
Lester B. Pearson International Airport	Keflavik International Airport	2
Zürich Airport	Keflavik International Airport	2
Stavanger Airport Sola	Keflavik International Airport	1
Trondheim Airport Værnes	Keflavik International Airport	1
Nadi International Airport	Auckland International Airport	7
Honolulu International Airport	Faleolo International Airport	2
Nadi International Airport	Faleolo International Airport	2
Nadi International Airport	Brisbane International Airport	6
Honolulu International Airport	Cassidy International Airport	4
Nadi International Airport	Cassidy International Airport	4
Nausori International Airport	Funafuti International Airport	2
Bauerfield International Airport	Honiara International Airport	6
Nadi International Airport	Honolulu International Airport	4
Nausori International Airport	Cicia Airport	2
Nadi International Airport	Vunisea Airport	2
Nausori International Airport	Vunisea Airport	2
Nadi International Airport	Labasa Airport	2
Nausori International Airport	Labasa Airport	2
Nausori International Airport	Lakeba Island Airport	2
Nadi International Airport	Melbourne International Airport	6
Nadi International Airport	Christchurch International Airport	2
Rotuma Airport	Nadi International Airport	2
Nausori International Airport	Nadi International Airport	2
Savusavu Airport	Nadi International Airport	2
Sydney Kingsford Smith International Airport	Nadi International Airport	8
Fua'amotu International Airport	Nadi International Airport	2
Bonriki International Airport	Nadi International Airport	2
Matei Airport	Nadi International Airport	2
Bauerfield International Airport	Nadi International Airport	4
Nausori International Airport	Auckland International Airport	1
Savusavu Airport	Nausori International Airport	2
Sydney Kingsford Smith International Airport	Nausori International Airport	2
Fua'amotu International Airport	Nausori International Airport	2
Matei Airport	Nausori International Airport	2
Vanua Balavu Airport	Nausori International Airport	2
Matei Airport	Savusavu Airport	2
Denver International Airport	Albuquerque International Sunport Airport	6
McCarran International Airport	Albuquerque International Sunport Airport	3
Kansas City International Airport	Albuquerque International Sunport Airport	3
Chicago Midway International Airport	Albuquerque International Sunport Airport	4
Portland International Airport	Albuquerque International Sunport Airport	3
Baltimore/Washington International Thurgood Marshall Airport	Albany International Airport	4
Newark Liberty International Airport	Albany International Airport	3
Fort Lauderdale Hollywood International Airport	Albany International Airport	3
Chicago Midway International Airport	Albany International Airport	4
Tampa International Airport	Albany International Airport	4
Dallas Love Field	Rick Husband Amarillo International Airport	4
Denver International Airport	Rick Husband Amarillo International Airport	6
Chicago Midway International Airport	Rick Husband Amarillo International Airport	1
Baltimore/Washington International Thurgood Marshall Airport	Queen Beatrix International Airport	2
Orlando International Airport	Queen Beatrix International Airport	2
Cancún International Airport	Austin Bergstrom International Airport	4
El Paso International Airport	Austin Bergstrom International Airport	3
Valley International Airport	Austin Bergstrom International Airport	3
Chicago Midway International Airport	Austin Bergstrom International Airport	4
Metropolitan Oakland International Airport	Austin Bergstrom International Airport	3
Norman Y. Mineta San Jose International Airport	Austin Bergstrom International Airport	3
Sacramento International Airport	Austin Bergstrom International Airport	1
Baltimore/Washington International Thurgood Marshall Airport	Bradley International Airport	4
Chicago Midway International Airport	Bradley International Airport	4
Baltimore/Washington International Thurgood Marshall Airport	Birmingham-Shuttlesworth International Airport	3
Dallas Love Field	Birmingham-Shuttlesworth International Airport	4
McCarran International Airport	Birmingham-Shuttlesworth International Airport	3
Tampa International Airport	Birmingham-Shuttlesworth International Airport	4
Baltimore/Washington International Thurgood Marshall Airport	Nashville International Airport	4
Charleston Air Force Base-International Airport	Nashville International Airport	3
William P Hobby Airport	Nashville International Airport	3
Chicago Midway International Airport	Nashville International Airport	4
Pittsburgh International Airport	Nashville International Airport	3
Theodore Francis Green State Airport	Nashville International Airport	1
Tampa International Airport	Nashville International Airport	3
Denver International Airport	Boise Air Terminal/Gowen field	5
Akron Canton Regional Airport	General Edward Lawrence Logan International Airport	4
Chicago Midway International Airport	General Edward Lawrence Logan International Airport	4
Baltimore/Washington International Thurgood Marshall Airport	Buffalo Niagara International Airport	4
Fort Lauderdale Hollywood International Airport	Buffalo Niagara International Airport	3
Chicago Midway International Airport	Buffalo Niagara International Airport	4
McCarran International Airport	Bob Hope Airport	4
Baltimore/Washington International Thurgood Marshall Airport	Albuquerque International Sunport Airport	3
Baltimore/Washington International Thurgood Marshall Airport	Austin Bergstrom International Airport	3
Cleveland Hopkins International Airport	Baltimore/Washington International Thurgood Marshall Airport	5
Port Columbus International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Cancún International Airport	Baltimore/Washington International Thurgood Marshall Airport	2
James M Cox Dayton International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Denver International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
Fort Lauderdale Hollywood International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
Bishop International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Indianapolis International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Long Island Mac Arthur Airport	Baltimore/Washington International Thurgood Marshall Airport	4
McCarran International Airport	Baltimore/Washington International Thurgood Marshall Airport	6
Los Angeles International Airport	Baltimore/Washington International Thurgood Marshall Airport	5
Sangster International Airport	Baltimore/Washington International Thurgood Marshall Airport	2
Orlando International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Chicago Midway International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Memphis International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Manchester Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Louis Armstrong New Orleans International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Lynden Pindling International Airport	Baltimore/Washington International Thurgood Marshall Airport	2
Norfolk International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Pittsburgh International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Punta Cana International Airport	Baltimore/Washington International Thurgood Marshall Airport	2
Theodore Francis Green State Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Portland International Jetport Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Greater Rochester International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Southwest Florida International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
San Diego International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
San Antonio International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Louisville International Standiford Field	Baltimore/Washington International Thurgood Marshall Airport	4
Luis Munoz Marin International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Lambert St Louis International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
Tampa International Airport	Baltimore/Washington International Thurgood Marshall Airport	4
La Guardia Airport	Akron Canton Regional Airport	4
Orlando International Airport	Akron Canton Regional Airport	4
Tampa International Airport	Akron Canton Regional Airport	4
Charleston Air Force Base-International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Chicago Midway International Airport	Charleston Air Force Base-International Airport	4
Tampa International Airport	Charleston Air Force Base-International Airport	1
Chicago Midway International Airport	Cleveland Hopkins International Airport	4
Chicago Midway International Airport	Charlotte Douglas International Airport	4
Chicago Midway International Airport	Port Columbus International Airport	4
Reno Tahoe International Airport	Port Columbus International Airport	1
Lambert St Louis International Airport	Port Columbus International Airport	4
Lubbock Preston Smith International Airport	Corpus Christi International Airport	1
Chicago Midway International Airport	Cancún International Airport	2
General Mitchell International Airport	Cancún International Airport	2
San Antonio International Airport	Cancún International Airport	2
Dallas Love Field	Austin Bergstrom International Airport	3
William P Hobby Airport	Dallas Love Field	4
Lubbock Preston Smith International Airport	Dallas Love Field	4
Bill & Hillary Clinton National Airport/Adams Field	Dallas Love Field	4
Midland International Airport	Dallas Love Field	4
Kansas City International Airport	Dallas Love Field	4
Louis Armstrong New Orleans International Airport	Dallas Love Field	4
Will Rogers World Airport	Dallas Love Field	4
San Antonio International Airport	Dallas Love Field	4
Seattle Tacoma International Airport	Dallas Love Field	1
San Francisco International Airport	Dallas Love Field	1
Salt Lake City International Airport	Dallas Love Field	1
Lambert St Louis International Airport	Dallas Love Field	4
Tampa International Airport	James M Cox Dayton International Airport	4
General Mitchell International Airport	Ronald Reagan Washington National Airport	4
Denver International Airport	Port Columbus International Airport	5
Ontario International Airport	Denver International Airport	6
Norfolk International Airport	Denver International Airport	1
San Antonio International Airport	Denver International Airport	6
Sacramento International Airport	Denver International Airport	6
Tucson International Airport	Denver International Airport	5
Chicago Midway International Airport	Des Moines International Airport	4
Philadelphia International Airport	El Paso International Airport	1
San Antonio International Airport	El Paso International Airport	3
Newark Liberty International Airport	Nashville International Airport	5
Chicago Midway International Airport	Newark Liberty International Airport	4
William P Hobby Airport	Fort Lauderdale Hollywood International Airport	3
General Mitchell International Airport	Fort Lauderdale Hollywood International Airport	4
Louis Armstrong New Orleans International Airport	Fort Lauderdale Hollywood International Airport	4
Orlando International Airport	Bishop International Airport	3
Tampa International Airport	Bishop International Airport	3
Lambert St Louis International Airport	Gerald R. Ford International Airport	4
Chicago Midway International Airport	Greenville Spartanburg International Airport	4
William P Hobby Airport	Austin Bergstrom International Airport	3
William P Hobby Airport	Baltimore/Washington International Thurgood Marshall Airport	3
William P Hobby Airport	Charleston Air Force Base-International Airport	3
William P Hobby Airport	Charlotte Douglas International Airport	3
William P Hobby Airport	Corpus Christi International Airport	3
William P Hobby Airport	Denver International Airport	3
William P Hobby Airport	Greenville Spartanburg International Airport	3
Valley International Airport	William P Hobby Airport	4
Long Island Mac Arthur Airport	William P Hobby Airport	1
McCarran International Airport	William P Hobby Airport	4
Los Angeles International Airport	William P Hobby Airport	4
Bill & Hillary Clinton National Airport/Adams Field	William P Hobby Airport	3
Kansas City International Airport	William P Hobby Airport	3
Orlando International Airport	William P Hobby Airport	4
Chicago Midway International Airport	William P Hobby Airport	4
Louis Armstrong New Orleans International Airport	William P Hobby Airport	4
Will Rogers World Airport	William P Hobby Airport	4
Phoenix Sky Harbor International Airport	William P Hobby Airport	4
Theodore Francis Green State Airport	William P Hobby Airport	1
Raleigh Durham International Airport	William P Hobby Airport	3
San Antonio International Airport	William P Hobby Airport	4
John Wayne Airport-Orange County Airport	William P Hobby Airport	3
Tampa International Airport	William P Hobby Airport	4
Tulsa International Airport	William P Hobby Airport	3
Midland International Airport	Valley International Airport	1
Washington Dulles International Airport	Denver International Airport	5
Chicago Midway International Airport	Washington Dulles International Airport	4
Tampa International Airport	Washington Dulles International Airport	3
Wichita Mid Continent Airport	Dallas Love Field	3
Chicago Midway International Airport	Wichita Mid Continent Airport	4
McCarran International Airport	Indianapolis International Airport	4
Kansas City International Airport	Indianapolis International Airport	4
Long Island Mac Arthur Airport	Fort Lauderdale Hollywood International Airport	3
Orlando International Airport	Long Island Mac Arthur Airport	4
John Wayne Airport-Orange County Airport	Long Island Mac Arthur Airport	1
Tampa International Airport	Long Island Mac Arthur Airport	4
Jackson-Medgar Wiley Evers International Airport	William P Hobby Airport	3
Orlando International Airport	Jackson-Medgar Wiley Evers International Airport	4
Jacksonville International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
McCarran International Airport	Austin Bergstrom International Airport	5
Chicago Midway International Airport	McCarran International Airport	4
General Mitchell International Airport	McCarran International Airport	4
Metropolitan Oakland International Airport	McCarran International Airport	6
Theodore Francis Green State Airport	McCarran International Airport	2
Reno Tahoe International Airport	McCarran International Airport	5
San Diego International Airport	McCarran International Airport	6
San Antonio International Airport	McCarran International Airport	4
Sacramento International Airport	McCarran International Airport	4
John Wayne Airport-Orange County Airport	McCarran International Airport	4
Tampa International Airport	McCarran International Airport	3
Tucson International Airport	McCarran International Airport	4
Chicago Midway International Airport	Los Angeles International Airport	4
General Mitchell International Airport	Los Angeles International Airport	4
Portland International Jetport Airport	Los Angeles International Airport	1
Lubbock Preston Smith International Airport	Valley International Airport	1
Lubbock Preston Smith International Airport	McCarran International Airport	3
Chicago Midway International Airport	La Guardia Airport	4
Bill & Hillary Clinton National Airport/Adams Field	Baltimore/Washington International Thurgood Marshall Airport	3
Lambert St Louis International Airport	Bill & Hillary Clinton National Airport/Adams Field	1
Chicago Midway International Airport	Sangster International Airport	2
Kansas City International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Kansas City International Airport	McCarran International Airport	3
Chicago Midway International Airport	Kansas City International Airport	4
General Mitchell International Airport	Kansas City International Airport	4
Louis Armstrong New Orleans International Airport	Kansas City International Airport	4
Portland International Airport	Kansas City International Airport	3
San Francisco International Airport	Kansas City International Airport	3
Lambert St Louis International Airport	Kansas City International Airport	4
Tampa International Airport	Kansas City International Airport	4
Orlando International Airport	Albany International Airport	3
Chicago Midway International Airport	Orlando International Airport	4
Louis Armstrong New Orleans International Airport	Orlando International Airport	4
Lambert St Louis International Airport	Orlando International Airport	3
Chicago Midway International Airport	Birmingham-Shuttlesworth International Airport	3
Chicago Midway International Airport	Jackson-Medgar Wiley Evers International Airport	3
Chicago Midway International Airport	Bill & Hillary Clinton National Airport/Adams Field	3
Memphis International Airport	Chicago Midway International Airport	4
Manchester Airport	Chicago Midway International Airport	4
Louis Armstrong New Orleans International Airport	Chicago Midway International Airport	4
Metropolitan Oakland International Airport	Chicago Midway International Airport	4
Will Rogers World Airport	Chicago Midway International Airport	4
Eppley Airfield	Chicago Midway International Airport	4
Ontario International Airport	Chicago Midway International Airport	3
Norfolk International Airport	Chicago Midway International Airport	4
Portland International Airport	Chicago Midway International Airport	4
Philadelphia International Airport	Chicago Midway International Airport	4
Phoenix Sky Harbor International Airport	Chicago Midway International Airport	3
Pittsburgh International Airport	Chicago Midway International Airport	4
Punta Cana International Airport	Chicago Midway International Airport	2
Theodore Francis Green State Airport	Chicago Midway International Airport	4
Raleigh Durham International Airport	Chicago Midway International Airport	4
Greater Rochester International Airport	Chicago Midway International Airport	4
Southwest Florida International Airport	Chicago Midway International Airport	4
San Diego International Airport	Chicago Midway International Airport	3
San Antonio International Airport	Chicago Midway International Airport	4
Louisville International Standiford Field	Chicago Midway International Airport	4
Seattle Tacoma International Airport	Chicago Midway International Airport	4
San Francisco International Airport	Chicago Midway International Airport	4
Norman Y. Mineta San Jose International Airport	Chicago Midway International Airport	3
Salt Lake City International Airport	Chicago Midway International Airport	4
Sacramento International Airport	Chicago Midway International Airport	3
Lambert St Louis International Airport	Chicago Midway International Airport	4
Tampa International Airport	Chicago Midway International Airport	4
Tulsa International Airport	Chicago Midway International Airport	3
Tucson International Airport	Chicago Midway International Airport	4
Memphis International Airport	William P Hobby Airport	3
Tampa International Airport	Memphis International Airport	3
Minneapolis-St Paul International/Wold-Chamberlain Airport	Manchester Airport	1
Tampa International Airport	Manchester Airport	3
General Mitchell International Airport	General Edward Lawrence Logan International Airport	3
General Mitchell International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Louis Armstrong New Orleans International Airport	General Mitchell International Airport	4
Southwest Florida International Airport	General Mitchell International Airport	3
Seattle Tacoma International Airport	General Mitchell International Airport	4
San Francisco International Airport	General Mitchell International Airport	4
Lambert St Louis International Airport	General Mitchell International Airport	4
Tampa International Airport	General Mitchell International Airport	4
Metropolitan Oakland International Airport	Minneapolis-St Paul International/Wold-Chamberlain Airport	1
Louis Armstrong New Orleans International Airport	Key West International Airport	3
Louis Armstrong New Orleans International Airport	McCarran International Airport	3
San Diego International Airport	Louis Armstrong New Orleans International Airport	3
Lambert St Louis International Airport	Louis Armstrong New Orleans International Airport	4
Tampa International Airport	Louis Armstrong New Orleans International Airport	4
Metropolitan Oakland International Airport	Port Columbus International Airport	1
Metropolitan Oakland International Airport	Denver International Airport	3
Will Rogers World Airport	Metropolitan Oakland International Airport	1
John Wayne Airport-Orange County Airport	Metropolitan Oakland International Airport	4
Will Rogers World Airport	Baltimore/Washington International Thurgood Marshall Airport	3
Will Rogers World Airport	McCarran International Airport	3
Lambert St Louis International Airport	Will Rogers World Airport	4
San Diego International Airport	Eppley Airfield	1
Lambert St Louis International Airport	Eppley Airfield	4
Ontario International Airport	McCarran International Airport	3
Portland International Airport	Will Rogers World Airport	1
Philadelphia International Airport	Wichita Mid Continent Airport	1
Tampa International Airport	Pittsburgh International Airport	4
San Diego International Airport	Theodore Francis Green State Airport	1
Salt Lake City International Airport	Theodore Francis Green State Airport	1
Raleigh Durham International Airport	Nashville International Airport	3
San Francisco International Airport	Raleigh Durham International Airport	3
Reno Tahoe International Airport	Denver International Airport	5
Reno Tahoe International Airport	Chicago Midway International Airport	3
Greater Rochester International Airport	Orlando International Airport	3
San Diego International Airport	William P Hobby Airport	3
San Diego International Airport	Kansas City International Airport	3
San Diego International Airport	Reno Tahoe International Airport	3
San Antonio International Airport	San Diego International Airport	3
Louisville International Standiford Field	San Diego International Airport	1
Norman Y. Mineta San Jose International Airport	San Diego International Airport	4
San Antonio International Airport	Los Angeles International Airport	5
Lambert St Louis International Airport	San Antonio International Airport	4
Tampa International Airport	San Antonio International Airport	4
Seattle Tacoma International Airport	Baltimore/Washington International Thurgood Marshall Airport	3
San Francisco International Airport	Norfolk International Airport	1
Norman Y. Mineta San Jose International Airport	Denver International Airport	5
Norman Y. Mineta San Jose International Airport	McCarran International Airport	3
John Wayne Airport-Orange County Airport	Los Cabos International Airport	2
Luis Munoz Marin International Airport	Ontario International Airport	1
Salt Lake City International Airport	Manchester Airport	1
Sacramento International Airport	San Diego International Airport	3
John Wayne Airport-Orange County Airport	Sacramento International Airport	3
John Wayne Airport-Orange County Airport	San Francisco International Airport	5
Lambert St Louis International Airport	Nashville International Airport	3
Lambert St Louis International Airport	Fort Lauderdale Hollywood International Airport	3
Lambert St Louis International Airport	McCarran International Airport	3
Lambert St Louis International Airport	Raleigh Durham International Airport	3
Tampa International Airport	Lambert St Louis International Airport	4
Tampa International Airport	Portland International Airport	1
Tampa International Airport	Theodore Francis Green State Airport	3
Tampa International Airport	Seattle Tacoma International Airport	1
Tulsa International Airport	Denver International Airport	5
Tucson International Airport	Norman Y. Mineta San Jose International Airport	1
Shanghai Pudong International Airport	Anshan Air Base	4
Shanghai Hongqiao International Airport	Baotou Airport	4
Tunxi International Airport	Chongqing Jiangbei International Airport	4
Tunxi International Airport	Chengdu Shuangliu International Airport	4
Xi'an Xianyang International Airport	Ordos Ejin Horo Airport	6
Shanghai Hongqiao International Airport	Fuyang Xiguan Airport	4
Shanghai Hongqiao International Airport	Gimpo International Airport	8
Shanghai Hongqiao International Airport	Baita International Airport	4
Liuting Airport	Jiamusi Airport	4
Shanghai Hongqiao International Airport	Jining Qufu Airport	4
Shanghai Pudong International Airport	Jinzhou Airport	4
Liuting Airport	Jixi Xingkaihu Airport	4
Shanghai Hongqiao International Airport	Nanchang Changbei International Airport	4
Shanghai Hongqiao International Airport	Guilin Liangjiang International Airport	4
Shanghai Hongqiao International Airport	Lianyungang Airport	4
Shanghai Hongqiao International Airport	Shubuling Airport	4
Shanghai Pudong International Airport	Mianyang Airport	4
Liuting Airport	Qiqihar Sanjiazi Airport	4
Shanghai Pudong International Airport	Gimhae International Airport	8
Shanhaiguan Airport	Shanghai Pudong International Airport	4
Jieyang Chaoshan International Airport	Shanghai Pudong International Airport	1
Toyama Airport	Shanghai Pudong International Airport	4
Tianjin Binhai International Airport	Shanghai Pudong International Airport	6
Wanxian Airport	Shanghai Pudong International Airport	4
Yuncheng Guangong Airport	Shanghai Pudong International Airport	4
Taoxian Airport	Shanghai Hongqiao International Airport	4
Tunxi International Airport	Shanghai Hongqiao International Airport	4
Taiyuan Wusu Airport	Shanghai Hongqiao International Airport	8
Wenzhou Yongqiang Airport	Shanghai Hongqiao International Airport	6
Yichang Sanxia Airport	Shanghai Hongqiao International Airport	4
Sana'a International Airport	Al Ghaidah International Airport	3
Abha Regional Airport	Aden International Airport	2
King Fahd International Airport	Aden International Airport	3
Sayun International Airport	Aden International Airport	2
Aden Adde International Airport	Aden International Airport	1
Mukalla International Airport	Aden International Airport	3
Sana'a International Airport	Aden International Airport	5
Sharjah International Airport	Aden International Airport	2
Sana'a International Airport	Abha Regional Airport	1
Sana'a International Airport	Ataq Airport	2
Ta'izz International Airport	King Fahd International Airport	2
Sana'a International Airport	Sayun International Airport	4
Sana'a International Airport	Hodeidah International Airport	4
Sana'a International Airport	Djibouti-Ambouli Airport	3
Ta'izz International Airport	Djibouti-Ambouli Airport	2
Sana'a International Airport	Mukalla International Airport	4
Socotra International Airport	Mukalla International Airport	4
Sharjah International Airport	Mukalla International Airport	1
Ta'izz International Airport	Sana'a International Airport	4
Málaga Airport	Aarhus Airport	2
Palma De Mallorca Airport	Aarhus Airport	2
London Stansted Airport	Aarhus Airport	2
Barcelona International Airport	Lanzarote Airport	6
Il Caravaggio International Airport	Lanzarote Airport	2
Bologna Guglielmo Marconi Airport	Lanzarote Airport	2
Bournemouth Airport	Lanzarote Airport	2
Bristol Airport	Lanzarote Airport	4
Paris Beauvais Tillé Airport	Lanzarote Airport	2
Brussels South Charleroi Airport	Lanzarote Airport	2
Edinburgh Airport	Lanzarote Airport	2
Eindhoven Airport	Lanzarote Airport	2
East Midlands Airport	Lanzarote Airport	12
Karlsruhe Baden-Baden Airport	Lanzarote Airport	2
Frankfurt-Hahn Airport	Lanzarote Airport	2
Leeds Bradford Airport	Lanzarote Airport	6
Liverpool John Lennon Airport	Lanzarote Airport	4
London Luton Airport	Lanzarote Airport	6
Adolfo Suárez Madrid–Barajas Airport	Lanzarote Airport	6
Ireland West Knock Airport	Lanzarote Airport	2
Weeze Airport	Lanzarote Airport	2
Glasgow Prestwick Airport	Lanzarote Airport	2
Santiago de Compostela Airport	Lanzarote Airport	4
Santander Airport	Lanzarote Airport	2
Shannon Airport	Lanzarote Airport	2
London Stansted Airport	Lanzarote Airport	6
Sevilla Airport	Lanzarote Airport	2
Zaragoza Air Base	Lanzarote Airport	2
Brussels South Charleroi Airport	Al Massira Airport	2
Marseille Provence Airport	Al Massira Airport	2
Barcelona International Airport	Málaga Airport	6
Il Caravaggio International Airport	Málaga Airport	2
Birmingham International Airport	Málaga Airport	4
Billund Airport	Málaga Airport	2
Bologna Guglielmo Marconi Airport	Málaga Airport	2
Bournemouth Airport	Málaga Airport	2
Bremen Airport	Málaga Airport	2
Bristol Airport	Málaga Airport	4
Brussels Airport	Málaga Airport	9
M. R. Štefánik Airport	Málaga Airport	2
Paris Beauvais Tillé Airport	Málaga Airport	2
Ciampino–G. B. Pastine International Airport	Málaga Airport	2
Brussels South Charleroi Airport	Málaga Airport	2
Dortmund Airport	Málaga Airport	2
Edinburgh Airport	Málaga Airport	4
Eindhoven Airport	Málaga Airport	4
East Midlands Airport	Málaga Airport	6
Karlsruhe Baden-Baden Airport	Málaga Airport	2
Memmingen Allgau Airport	Málaga Airport	2
Münster Osnabrück Airport	Málaga Airport	2
Gothenburg City Airport	Málaga Airport	2
Haugesund Airport	Málaga Airport	2
Frankfurt-Hahn Airport	Málaga Airport	2
Ibiza Airport	Málaga Airport	3
John Paul II International Airport Kraków-Balice Airport	Málaga Airport	2
Leeds Bradford Airport	Málaga Airport	4
Liverpool John Lennon Airport	Málaga Airport	4
Manchester Airport	Málaga Airport	10
Malmö Sturup Airport	Málaga Airport	2
Marseille Provence Airport	Málaga Airport	2
Ireland West Knock Airport	Málaga Airport	2
Weeze Airport	Málaga Airport	2
Nuremberg Airport	Málaga Airport	2
Stockholm Skavsta Airport	Málaga Airport	2
Glasgow Prestwick Airport	Málaga Airport	2
Santiago de Compostela Airport	Málaga Airport	6
Santander Airport	Málaga Airport	2
London Stansted Airport	Málaga Airport	4
Tampere-Pirkkala Airport	Málaga Airport	2
Treviso-Sant'Angelo Airport	Málaga Airport	2
